Уникальный ID записи,ID причала,Название причала,Название судна - отсутсвует если отменено,Название маршрута ,Швартовочное место,Дата начала действия записи расписания в UTC,Дата окончания действиязаписи  расписания в UTC,Время подхода судна в минутах от начала суток,Время отхода судна в минутах от начала суток,Время стоянки,Название судна которое было отменено,"Тип записи - пустое знеачение если изменений нет, Отмена - судно отменено",Дата начала действия записи расписания ,Дата окончания действия записи расписания,Причаливание/подход,Отход
1093704,32,Нескучный сад,Москва-21,Северный 1А,B,1719954000,1731790800,938,941,3,,,2024-07-03,2024-11-17,3:38:00 PM,3:41:00 PM
1035666,51,Патриарший,Москва Ривер,Круговой,A,1718139600,1731790800,939,944,5,,,2024-06-12,2024-11-17,3:39:00 PM,3:44:00 PM
1083705,45,Воробьевы горы,Алексия,Северный,A,1719608400,1731790800,939,943,4,,,2024-06-29,2024-11-17,3:39:00 PM,3:43:00 PM
1093882,75,Серебряный бор-2,Амстердам,Серебряный бор,A,1719954000,1731790800,939,945,6,,,2024-07-03,2024-11-17,3:39:00 PM,3:45:00 PM
866340,71,Северный речной вокзал,Москва-1,СРВ - Захарково,8,1714165200,1731531600,940,960,20,,,2024-04-27,2024-11-14,3:40:00 PM,4:00:00 PM
1094076,73,Зарядье,Лагуна,Центральный,B,1719954000,1731790800,940,950,10,,,2024-07-03,2024-11-17,3:40:00 PM,3:50:00 PM
886754,31,Парк Горького,Лоцман,Центральный,C,1714510800,1731790800,941,947,4,,,2024-05-01,2024-11-17,3:41:00 PM,3:47:00 PM
892100,31,Парк Горького,,Центральный,C,1714510800,1731790800,941,947,4,Лоцман,Отмена,2024-05-01,2024-11-17,3:41:00 PM,3:47:00 PM
1059244,32,Нескучный сад,Михаил Сеспель,Северный 1А,A,1718917200,1731790800,941,945,4,,,2024-06-21,2024-11-17,3:41:00 PM,3:45:00 PM
1093330,46,Киевский,Алина Прима,Северный 1А,B,1719954000,1731790800,942,952,10,,,2024-07-03,2024-11-17,3:42:00 PM,3:52:00 PM
1080589,50,Китай-город,Флагман,Северный,B,1719522000,1731790800,943,953,10,,,2024-06-28,2024-11-17,3:43:00 PM,3:53:00 PM
1094366,49,Новоспасский,Алина Танго,Исторический,B,1719954000,1731790800,944,952,5,,,2024-07-03,2024-11-17,3:44:00 PM,3:52:00 PM
916104,51,Патриарший,М-88,Центральный,A,1715202000,1731790800,946,951,5,,,2024-05-09,2024-11-17,3:46:00 PM,3:51:00 PM
1033462,32,Нескучный сад,Москва-61,Исторический,C,1718139600,1731790800,946,950,4,,,2024-06-12,2024-11-17,3:46:00 PM,3:50:00 PM
1071474,45,Воробьевы горы,Алина Браво,Северный 1А,A,1719262800,1731790800,946,950,4,,,2024-06-25,2024-11-17,3:46:00 PM,3:50:00 PM
1094588,32,Нескучный сад,Москва-24,Северный,B,1719954000,1731790800,946,949,3,,,2024-07-03,2024-11-17,3:46:00 PM,3:49:00 PM
1053496,45,Воробьевы горы,Москва-28,Исторический,B,1718744400,1731790800,947,957,10,,,2024-06-19,2024-11-17,3:47:00 PM,3:57:00 PM
923812,47,Красный октябрь,Адмиралъ,Исторический,A,1715288400,1731790800,949,953,4,,,2024-05-10,2024-11-17,3:49:00 PM,3:53:00 PM
1062136,55,Третьяковский,Венеция,Круговой,A,1718917200,1731790800,949,960,7,,,2024-06-21,2024-11-17,3:49:00 PM,4:00:00 PM
1094462,32,Нескучный сад,Москва-46,Северный,A,1719954000,1731790800,949,953,4,,,2024-07-03,2024-11-17,3:49:00 PM,3:53:00 PM
844786,50,Китай-город,Олимпиада,Исторический,A,1719435600,1731790800,950,960,10,,,2024-06-27,2024-11-17,3:50:00 PM,4:00:00 PM
965704,50,Китай-город,Удача,Северный 1А,C,1716325200,1731790800,950,960,7,,,2024-05-22,2024-11-17,3:50:00 PM,4:00:00 PM
985344,48,Сити – Экспоцентр,Волна,Разовый подход,B,1716843600,1731790800,950,965,15,,,2024-05-28,2024-11-17,3:50:00 PM,4:05:00 PM
1004550,46,Киевский,Фортуна,Северный,A,1717448400,1731790800,950,960,7,,,2024-06-04,2024-11-17,3:50:00 PM,4:00:00 PM
1037011,73,Зарядье,Столица-1,Круговой,A,1718139600,1731790800,950,960,10,,,2024-06-12,2024-11-17,3:50:00 PM,4:00:00 PM
1093886,57,Троице-Лыково,Амстердам,Серебряный бор,A,1719954000,1731790800,950,960,7,,,2024-07-03,2024-11-17,3:50:00 PM,4:00:00 PM
1086846,32,Нескучный сад,Романтика,Северный 1А,B,1719694800,1731790800,953,956,3,,,2024-06-30,2024-11-17,3:53:00 PM,3:56:00 PM
1093808,93,Серебряный бор-3,Будь готов,Серебряный бор,A,1719954000,1731790800,953,956,3,,,2024-07-03,2024-11-17,3:53:00 PM,3:56:00 PM
1036933,51,Патриарший,Идегей,Круговой,A,1718139600,1731790800,954,959,5,,,2024-06-12,2024-11-17,3:54:00 PM,3:59:00 PM
1062055,45,Воробьевы горы,Снегири-2,Северный,A,1718917200,1731790800,954,958,4,,,2024-06-21,2024-11-17,3:54:00 PM,3:58:00 PM
1004727,73,Зарядье,Юнга,Центральный,B,1717448400,1731790800,955,965,10,,,2024-06-04,2024-11-17,3:55:00 PM,4:05:00 PM
868897,31,Парк Горького,Советский союз,Центральный,C,1714078800,1731790800,956,962,4,,,2024-04-26,2024-11-17,3:56:00 PM,4:02:00 PM
874554,31,Парк Горького,,Центральный,C,1714078800,1731790800,956,962,4,Советский союз,Отмена,2024-04-26,2024-11-17,3:56:00 PM,4:02:00 PM
1080021,32,Нескучный сад,Счастье,Северный 1А,A,1719435600,1731790800,956,960,4,,,2024-06-27,2024-11-17,3:56:00 PM,4:00:00 PM
1065410,46,Киевский,Рио,Северный 1А,B,1719090000,1731790800,957,967,10,,,2024-06-23,2024-11-17,3:57:00 PM,4:07:00 PM
1080697,50,Китай-город,Снегири-4,Северный,B,1719522000,1731790800,958,968,10,,,2024-06-28,2024-11-17,3:58:00 PM,4:08:00 PM
1053275,49,Новоспасский,Москва-51,Исторический,B,1718744400,1731790800,959,967,5,,,2024-06-19,2024-11-17,3:59:00 PM,4:07:00 PM
1083708,32,Нескучный сад,Алексия,Северный,B,1719608400,1731790800,961,964,3,,,2024-06-29,2024-11-17,4:01:00 PM,4:04:00 PM
1090336,32,Нескучный сад,Полковник Новгородов,Исторический,C,1719867600,1731790800,961,965,4,,,2024-07-02,2024-11-17,4:01:00 PM,4:05:00 PM
1093292,45,Воробьевы горы,Капитан Смолик,Северный 1А,A,1719954000,1731790800,961,965,4,,,2024-07-03,2024-11-17,4:01:00 PM,4:05:00 PM
1094078,51,Патриарший,Лагуна,Центральный,A,1719954000,1731790800,961,966,5,,,2024-07-03,2024-11-17,4:01:00 PM,4:06:00 PM
1094222,45,Воробьевы горы,М-250,Исторический,B,1719954000,1731790800,962,972,10,,,2024-07-03,2024-11-17,4:02:00 PM,4:12:00 PM
1033498,47,Красный октябрь,Москва-61,Исторический,A,1718139600,1731790800,964,968,4,,,2024-06-12,2024-11-17,4:04:00 PM,4:08:00 PM
1035684,55,Третьяковский,Москва Ривер,Круговой,A,1718139600,1731790800,964,975,7,,,2024-06-12,2024-11-17,4:04:00 PM,4:15:00 PM
1088609,32,Нескучный сад,Добрыня,Северный,A,1719781200,1731790800,964,968,4,,,2024-07-01,2024-11-17,4:04:00 PM,4:08:00 PM
1037083,73,Зарядье,Столица-2,Круговой,A,1718139600,1731790800,965,975,10,,,2024-06-12,2024-11-17,4:05:00 PM,4:15:00 PM
1093710,50,Китай-город,Москва-21,Северный 1А,C,1719954000,1731790800,965,975,7,,,2024-07-03,2024-11-17,4:05:00 PM,4:15:00 PM
1094368,50,Китай-город,Алина Танго,Исторический,A,1719954000,1731790800,965,975,10,,,2024-07-03,2024-11-17,4:05:00 PM,4:15:00 PM
1094835,46,Киевский,Снегири-1,Северный,A,1719954000,1731790800,965,975,7,,,2024-07-03,2024-11-17,4:05:00 PM,4:15:00 PM
1071477,32,Нескучный сад,Алина Браво,Северный 1А,B,1719262800,1731790800,968,971,3,,,2024-06-25,2024-11-17,4:08:00 PM,4:11:00 PM
1037014,51,Патриарший,Столица-1,Круговой,A,1718139600,1731790800,969,974,5,,,2024-06-12,2024-11-17,4:09:00 PM,4:14:00 PM
1093810,75,Серебряный бор-2,Будь готов,Серебряный бор,A,1719954000,1731790800,969,975,6,,,2024-07-03,2024-11-17,4:09:00 PM,4:15:00 PM
1094638,45,Воробьевы горы,Вдохновение,Северный,A,1719954000,1731790800,969,973,4,,,2024-07-03,2024-11-17,4:09:00 PM,4:13:00 PM
866341,61,Захарково,Москва-1,СРВ - Захарково,A,1714165200,1731531600,970,990,20,,,2024-04-27,2024-11-14,4:10:00 PM,4:30:00 PM
1061338,73,Зарядье,Лоцман,Центральный,B,1718917200,1731790800,970,980,10,,,2024-06-21,2024-11-17,4:10:00 PM,4:20:00 PM
878000,31,Парк Горького,М-88,Центральный,C,1714251600,1731790800,971,977,4,,,2024-04-28,2024-11-17,4:11:00 PM,4:17:00 PM
880760,31,Парк Горького,,Центральный,C,1714251600,1731790800,971,977,4,М-88,Отмена,2024-04-28,2024-11-17,4:11:00 PM,4:17:00 PM
1090929,32,Нескучный сад,Святогор,Северный 1А,A,1719867600,1731790800,971,975,4,,,2024-07-02,2024-11-17,4:11:00 PM,4:15:00 PM
1094582,50,Китай-город,Москва-24,Северный,B,1719954000,1731790800,973,983,10,,,2024-07-03,2024-11-17,4:13:00 PM,4:23:00 PM
1006300,49,Новоспасский,Адмиралъ,Исторический,B,1717534800,1731790800,974,982,5,,,2024-06-05,2024-11-17,4:14:00 PM,4:22:00 PM
988787,93,Серебряный бор-3,Амстердам,Разовый подход,A,1716930000,1731618000,975,980,5,,,2024-05-29,2024-11-15,4:15:00 PM,4:20:00 PM
1004730,51,Патриарший,Юнга,Центральный,A,1717448400,1731790800,976,981,5,,,2024-06-04,2024-11-17,4:16:00 PM,4:21:00 PM
1053499,32,Нескучный сад,Москва-28,Исторический,C,1718744400,1731790800,976,980,4,,,2024-06-19,2024-11-17,4:16:00 PM,4:20:00 PM
1062058,32,Нескучный сад,Снегири-2,Северный,B,1718917200,1731790800,976,979,3,,,2024-06-21,2024-11-17,4:16:00 PM,4:19:00 PM
1093332,45,Воробьевы горы,Алина Прима,Северный 1А,A,1719954000,1731790800,976,980,4,,,2024-07-03,2024-11-17,4:16:00 PM,4:20:00 PM
843782,45,Воробьевы горы,Чижик-II,Исторический,B,1725310800,1731790800,977,987,10,,,2024-09-03,2024-11-17,4:17:00 PM,4:27:00 PM
844148,45,Воробьевы горы,,Исторический,B,1727730000,1727989200,977,987,10,Чижик-II,Отмена,2024-10-01,2024-10-04,4:17:00 PM,4:27:00 PM
1036942,55,Третьяковский,Идегей,Круговой,A,1718139600,1731790800,979,983,4,,,2024-06-12,2024-11-17,4:19:00 PM,4:23:00 PM
1073849,55,Третьяковский,Идегей,Круговой,A,1719262800,1731790800,979,990,7,,,2024-06-25,2024-11-17,4:19:00 PM,4:30:00 PM
1080613,32,Нескучный сад,Флагман,Северный,A,1719522000,1731790800,979,983,4,,,2024-06-28,2024-11-17,4:19:00 PM,4:23:00 PM
1090312,47,Красный октябрь,Полковник Новгородов,Исторический,A,1719867600,1731790800,979,983,4,,,2024-07-02,2024-11-17,4:19:00 PM,4:23:00 PM
845574,46,Киевский,Прага,Северный,A,1719608400,1731790800,980,990,7,,,2024-06-29,2024-11-17,4:20:00 PM,4:30:00 PM
938759,48,Сити – Экспоцентр,Морис,Разовый подход,B,1715634000,1731790800,980,995,15,,,2024-05-14,2024-11-17,4:20:00 PM,4:35:00 PM
1008203,50,Китай-город,Романтика,Северный 1А,C,1717534800,1731790800,980,990,7,,,2024-06-05,2024-11-17,4:20:00 PM,4:30:00 PM
1053278,50,Китай-город,Москва-51,Исторический,A,1718744400,1731790800,980,990,10,,,2024-06-19,2024-11-17,4:20:00 PM,4:30:00 PM
1086848,50,Китай-город,Романтика,Северный 1А,C,1719694800,1731790800,980,983,3,,,2024-06-30,2024-11-17,4:20:00 PM,4:23:00 PM
1093814,57,Троице-Лыково,Будь готов,Серебряный бор,A,1719954000,1731790800,980,990,7,,,2024-07-03,2024-11-17,4:20:00 PM,4:30:00 PM
1093984,73,Зарядье,Конкорд,Круговой,A,1719954000,1731790800,980,990,10,,,2024-07-03,2024-11-17,4:20:00 PM,4:30:00 PM
1093294,32,Нескучный сад,Капитан Смолик,Северный 1А,B,1719954000,1731790800,983,986,3,,,2024-07-03,2024-11-17,4:23:00 PM,4:26:00 PM
1093888,93,Серебряный бор-3,Амстердам,Серебряный бор,A,1719954000,1731790800,983,986,3,,,2024-07-03,2024-11-17,4:23:00 PM,4:26:00 PM
1004565,45,Воробьевы горы,Фортуна,Северный,A,1717448400,1731790800,984,988,4,,,2024-06-04,2024-11-17,4:24:00 PM,4:28:00 PM
1037086,51,Патриарший,Столица-2,Круговой,A,1718139600,1731790800,984,989,5,,,2024-06-12,2024-11-17,4:24:00 PM,4:29:00 PM
1051907,73,Зарядье,Советский союз,Центральный,B,1718658000,1731790800,985,995,10,,,2024-06-18,2024-11-17,4:25:00 PM,4:35:00 PM
889633,31,Парк Горького,Лагуна,Центральный,C,1714597200,1731790800,986,992,4,,,2024-05-02,2024-11-17,4:26:00 PM,4:32:00 PM
893854,31,Парк Горького,,Центральный,C,1714597200,1731790800,986,992,4,Лагуна,Отмена,2024-05-02,2024-11-17,4:26:00 PM,4:32:00 PM
965707,32,Нескучный сад,Удача,Северный 1А,A,1716325200,1731790800,986,990,4,,,2024-05-22,2024-11-17,4:26:00 PM,4:30:00 PM
1059247,46,Киевский,Михаил Сеспель,Северный 1А,B,1718917200,1731790800,987,997,10,,,2024-06-21,2024-11-17,4:27:00 PM,4:37:00 PM
1083711,50,Китай-город,Алексия,Северный,B,1719608400,1731790800,988,998,10,,,2024-06-29,2024-11-17,4:28:00 PM,4:38:00 PM
1033465,49,Новоспасский,Москва-61,Исторический,B,1718139600,1731790800,989,997,5,,,2024-06-12,2024-11-17,4:29:00 PM,4:37:00 PM
843363,54,Лужники – Северный,Маэстро,Разовый подход,A,1727730000,1730322000,990,1020,30,,,2024-10-01,2024-10-31,4:30:00 PM,5:00:00 PM
867515,167,Химки,850 лет Москве,СРВ - Химки,A,1714165200,1731531600,990,1000,10,,,2024-04-27,2024-11-14,4:30:00 PM,4:40:00 PM
985404,49,Новоспасский,Соболь,Разовый подход,A,1716843600,1731531600,990,1000,10,,,2024-05-28,2024-11-14,4:30:00 PM,4:40:00 PM
1061341,51,Патриарший,Лоцман,Центральный,A,1718917200,1731790800,991,996,5,,,2024-06-21,2024-11-17,4:31:00 PM,4:36:00 PM
1065412,45,Воробьевы горы,Рио,Северный 1А,A,1719090000,1731790800,991,995,4,,,2024-06-23,2024-11-17,4:31:00 PM,4:35:00 PM
1094224,32,Нескучный сад,М-250,Исторический,C,1719954000,1731790800,991,995,4,,,2024-07-03,2024-11-17,4:31:00 PM,4:35:00 PM
1094640,32,Нескучный сад,Вдохновение,Северный,B,1719954000,1731790800,991,994,3,,,2024-07-03,2024-11-17,4:31:00 PM,4:34:00 PM
1075304,45,Воробьевы горы,Снегири-3,Исторический,B,1719349200,1731790800,992,1002,10,,,2024-06-26,2024-11-17,4:32:00 PM,4:42:00 PM
1037032,55,Третьяковский,Столица-1,Круговой,A,1718139600,1731790800,994,1005,7,,,2024-06-12,2024-11-17,4:34:00 PM,4:45:00 PM
1053505,47,Красный октябрь,Москва-28,Исторический,A,1718744400,1731790800,994,998,4,,,2024-06-19,2024-11-17,4:34:00 PM,4:38:00 PM
1080736,32,Нескучный сад,Снегири-4,Северный,A,1719522000,1731790800,994,998,4,,,2024-06-28,2024-11-17,4:34:00 PM,4:38:00 PM
988779,75,Серебряный бор-2,Амстердам,Разовый подход,A,1716930000,1731618000,995,1000,5,,,2024-05-29,2024-11-15,4:35:00 PM,4:40:00 PM
1006270,50,Китай-город,Адмиралъ,Исторический,A,1717534800,1731790800,995,1005,10,,,2024-06-05,2024-11-17,4:35:00 PM,4:45:00 PM
1062139,73,Зарядье,Венеция,Круговой,A,1718917200,1731790800,995,1005,10,,,2024-06-21,2024-11-17,4:35:00 PM,4:45:00 PM
1071456,50,Китай-город,Алина Браво,Северный 1А,C,1719262800,1731790800,995,1005,7,,,2024-06-25,2024-11-17,4:35:00 PM,4:45:00 PM
1094466,46,Киевский,Москва-46,Северный,A,1719954000,1731790800,995,1005,7,,,2024-07-03,2024-11-17,4:35:00 PM,4:45:00 PM
1093324,32,Нескучный сад,Алина Прима,Северный 1А,B,1719954000,1731790800,998,1001,3,,,2024-07-03,2024-11-17,4:38:00 PM,4:41:00 PM
1093890,75,Серебряный бор-2,Амстердам,Серебряный бор,A,1719954000,1731790800,999,1005,6,,,2024-07-03,2024-11-17,4:39:00 PM,4:45:00 PM
1093986,51,Патриарший,Конкорд,Круговой,A,1719954000,1731790800,999,1004,5,,,2024-07-03,2024-11-17,4:39:00 PM,4:44:00 PM
1094838,45,Воробьевы горы,Снегири-1,Северный,A,1719954000,1731790800,999,1003,4,,,2024-07-03,2024-11-17,4:39:00 PM,4:43:00 PM
866074,71,Северный речной вокзал,,СРВ - Захарково,8,1714165200,1731531600,1000,1020,20,,,2024-04-27,2024-11-14,4:40:00 PM,5:00:00 PM
866342,71,Северный речной вокзал,Москва-1,СРВ - Захарково,8,1714165200,1731531600,1000,1020,20,,,2024-04-27,2024-11-14,4:40:00 PM,5:00:00 PM
916098,73,Зарядье,М-88,Центральный,B,1715202000,1731790800,1000,1010,10,,,2024-05-09,2024-11-17,4:40:00 PM,4:50:00 PM
868579,31,Парк Горького,Юнга,Центральный,C,1713992400,1731790800,1001,1007,4,,,2024-04-25,2024-11-17,4:41:00 PM,4:47:00 PM
869218,31,Парк Горького,,Центральный,C,1713992400,1731790800,1001,1007,4,Юнга,Отмена,2024-04-25,2024-11-17,4:41:00 PM,4:47:00 PM
1093712,32,Нескучный сад,Москва-21,Северный 1А,A,1719954000,1731790800,1001,1005,4,,,2024-07-03,2024-11-17,4:41:00 PM,4:45:00 PM
1080024,46,Киевский,Счастье,Северный 1А,B,1719435600,1731790800,1002,1012,10,,,2024-06-27,2024-11-17,4:42:00 PM,4:52:00 PM
1062046,50,Китай-город,Снегири-2,Северный,B,1718917200,1731790800,1003,1013,10,,,2024-06-21,2024-11-17,4:43:00 PM,4:53:00 PM
1090318,49,Новоспасский,Полковник Новгородов,Исторический,B,1719867600,1731790800,1004,1012,5,,,2024-07-02,2024-11-17,4:44:00 PM,4:52:00 PM
843785,32,Нескучный сад,Чижик-II,Исторический,C,1725310800,1731790800,1006,1010,4,,,2024-09-03,2024-11-17,4:46:00 PM,4:50:00 PM
844151,32,Нескучный сад,,Исторический,C,1727730000,1727989200,1006,1010,4,Чижик-II,Отмена,2024-10-01,2024-10-04,4:46:00 PM,4:50:00 PM
1004553,32,Нескучный сад,Фортуна,Северный,B,1717448400,1731790800,1006,1009,3,,,2024-06-04,2024-11-17,4:46:00 PM,4:49:00 PM
1051910,51,Патриарший,Советский союз,Центральный,A,1718658000,1731790800,1006,1011,5,,,2024-06-18,2024-11-17,4:46:00 PM,4:51:00 PM
844789,45,Воробьевы горы,Олимпиада,Исторический,B,1719435600,1731790800,1007,1017,10,,,2024-06-27,2024-11-17,4:47:00 PM,4:57:00 PM
1037119,55,Третьяковский,Столица-2,Круговой,A,1718139600,1731790800,1009,1020,7,,,2024-06-12,2024-11-17,4:49:00 PM,5:00:00 PM
1094194,47,Красный октябрь,М-250,Исторический,A,1719954000,1731790800,1009,1013,4,,,2024-07-03,2024-11-17,4:49:00 PM,4:53:00 PM
1094580,32,Нескучный сад,Москва-24,Северный,A,1719954000,1731790800,1009,1013,4,,,2024-07-03,2024-11-17,4:49:00 PM,4:53:00 PM
988796,57,Троице-Лыково,Амстердам,Разовый подход,A,1716930000,1731618000,1010,1040,30,,,2024-05-29,2024-11-15,4:50:00 PM,5:20:00 PM
1033468,50,Китай-город,Москва-61,Исторический,A,1718139600,1731790800,1010,1020,10,,,2024-06-12,2024-11-17,4:50:00 PM,5:00:00 PM
1035654,73,Зарядье,Москва Ривер,Круговой,A,1718139600,1731790800,1010,1020,10,,,2024-06-12,2024-11-17,4:50:00 PM,5:00:00 PM
1088615,46,Киевский,Добрыня,Северный,A,1719781200,1731790800,1010,1020,7,,,2024-07-01,2024-11-17,4:50:00 PM,5:00:00 PM
1093274,50,Китай-город,Капитан Смолик,Северный 1А,C,1719954000,1731790800,1010,1020,7,,,2024-07-03,2024-11-17,4:50:00 PM,5:00:00 PM
1093896,57,Троице-Лыково,Амстердам,Серебряный бор,A,1719954000,1731790800,1010,1020,7,,,2024-07-03,2024-11-17,4:50:00 PM,5:00:00 PM
1065402,32,Нескучный сад,Рио,Северный 1А,B,1719090000,1731790800,1013,1016,3,,,2024-06-23,2024-11-17,4:53:00 PM,4:56:00 PM
1093816,93,Серебряный бор-3,Будь готов,Серебряный бор,A,1719954000,1731790800,1013,1016,3,,,2024-07-03,2024-11-17,4:53:00 PM,4:56:00 PM
845577,45,Воробьевы горы,Прага,Северный,A,1719608400,1731790800,1014,1018,4,,,2024-06-29,2024-11-17,4:54:00 PM,4:58:00 PM
1062142,51,Патриарший,Венеция,Круговой,A,1718917200,1731790800,1014,1019,5,,,2024-06-21,2024-11-17,4:54:00 PM,4:59:00 PM
1094072,73,Зарядье,Лагуна,Центральный,B,1719954000,1731790800,1015,1025,10,,,2024-07-03,2024-11-17,4:55:00 PM,5:05:00 PM
886738,31,Парк Горького,Лоцман,Центральный,C,1714510800,1731790800,1016,1022,4,,,2024-05-01,2024-11-17,4:56:00 PM,5:02:00 PM
892101,31,Парк Горького,,Центральный,C,1714510800,1731790800,1016,1022,4,Лоцман,Отмена,2024-05-01,2024-11-17,4:56:00 PM,5:02:00 PM
1008206,32,Нескучный сад,Романтика,Северный 1А,A,1717534800,1731790800,1016,1020,4,,,2024-06-05,2024-11-17,4:56:00 PM,5:00:00 PM
1090931,46,Киевский,Святогор,Северный 1А,B,1719867600,1731790800,1017,1027,10,,,2024-07-02,2024-11-17,4:57:00 PM,5:07:00 PM
1094642,50,Китай-город,Вдохновение,Северный,B,1719954000,1731790800,1018,1028,10,,,2024-07-03,2024-11-17,4:58:00 PM,5:08:00 PM
1053478,49,Новоспасский,Москва-28,Исторический,B,1718744400,1731790800,1019,1027,5,,,2024-06-19,2024-11-17,4:59:00 PM,5:07:00 PM
916100,51,Патриарший,М-88,Центральный,A,1715202000,1731790800,1021,1026,5,,,2024-05-09,2024-11-17,5:01:00 PM,5:06:00 PM
1059250,45,Воробьевы горы,Михаил Сеспель,Северный 1А,A,1718917200,1731790800,1021,1025,4,,,2024-06-21,2024-11-17,5:01:00 PM,5:05:00 PM
1075316,32,Нескучный сад,Снегири-3,Исторический,C,1719349200,1731790800,1021,1025,4,,,2024-06-26,2024-11-17,5:01:00 PM,5:05:00 PM
1094856,32,Нескучный сад,Снегири-1,Северный,B,1719954000,1731790800,1021,1024,3,,,2024-07-03,2024-11-17,5:01:00 PM,5:04:00 PM
1094372,45,Воробьевы горы,Алина Танго,Исторический,B,1719954000,1731790800,1022,1032,10,,,2024-07-03,2024-11-17,5:02:00 PM,5:12:00 PM
843788,47,Красный октябрь,Чижик-II,Исторический,A,1725310800,1731790800,1024,1028,4,,,2024-09-03,2024-11-17,5:04:00 PM,5:08:00 PM
844154,47,Красный октябрь,,Исторический,A,1727730000,1727989200,1024,1028,4,Чижик-II,Отмена,2024-10-01,2024-10-04,5:04:00 PM,5:08:00 PM
1083714,32,Нескучный сад,Алексия,Северный,A,1719608400,1731790800,1024,1028,4,,,2024-06-29,2024-11-17,5:04:00 PM,5:08:00 PM
1093990,55,Третьяковский,Конкорд,Круговой,A,1719954000,1731790800,1024,1035,7,,,2024-07-03,2024-11-17,5:04:00 PM,5:15:00 PM
1073846,73,Зарядье,Идегей,Круговой,A,1719262800,1731790800,1025,1035,10,,,2024-06-25,2024-11-17,5:05:00 PM,5:15:00 PM
1080604,46,Киевский,Флагман,Северный,A,1719522000,1731790800,1025,1035,7,,,2024-06-28,2024-11-17,5:05:00 PM,5:15:00 PM
1090320,50,Китай-город,Полковник Новгородов,Исторический,A,1719867600,1731790800,1025,1035,10,,,2024-07-02,2024-11-17,5:05:00 PM,5:15:00 PM
1093334,50,Китай-город,Алина Прима,Северный 1А,C,1719954000,1731790800,1025,1035,7,,,2024-07-03,2024-11-17,5:05:00 PM,5:15:00 PM
1035669,51,Патриарший,Москва Ривер,Круговой,A,1718139600,1731790800,1029,1034,5,,,2024-06-12,2024-11-17,5:09:00 PM,5:14:00 PM
1093818,75,Серебряный бор-2,Будь готов,Серебряный бор,A,1719954000,1731790800,1029,1035,6,,,2024-07-03,2024-11-17,5:09:00 PM,5:15:00 PM
1094468,45,Воробьевы горы,Москва-46,Северный,A,1719954000,1731790800,1029,1033,4,,,2024-07-03,2024-11-17,5:09:00 PM,5:13:00 PM
866075,61,Захарково,,СРВ - Захарково,A,1714165200,1731531600,1030,1050,20,,,2024-04-27,2024-11-14,5:10:00 PM,5:30:00 PM
866343,61,Захарково,Москва-1,СРВ - Захарково,A,1714165200,1731531600,1030,1050,20,,,2024-04-27,2024-11-14,5:10:00 PM,5:30:00 PM
946489,71,Северный речной вокзал,850 лет Москве,СРВ - Химки,7,1715893200,1731531600,1030,1050,20,,,2024-05-17,2024-11-14,5:10:00 PM,5:30:00 PM
1004715,73,Зарядье,Юнга,Центральный,B,1717448400,1731790800,1030,1040,10,,,2024-06-04,2024-11-17,5:10:00 PM,5:20:00 PM
868903,31,Парк Горького,Советский союз,Центральный,C,1714078800,1731790800,1031,1037,4,,,2024-04-26,2024-11-17,5:11:00 PM,5:17:00 PM
874555,31,Парк Горького,,Центральный,C,1714078800,1731790800,1031,1037,4,Советский союз,Отмена,2024-04-26,2024-11-17,5:11:00 PM,5:17:00 PM
1071459,32,Нескучный сад,Алина Браво,Северный 1А,A,1719262800,1731790800,1031,1035,4,,,2024-06-25,2024-11-17,5:11:00 PM,5:15:00 PM
1061878,46,Киевский,Удача,Северный 1А,B,1718917200,1731790800,1032,1042,10,,,2024-06-21,2024-11-17,5:12:00 PM,5:22:00 PM
1004556,50,Китай-город,Фортуна,Северный,B,1717448400,1731790800,1033,1043,10,,,2024-06-04,2024-11-17,5:13:00 PM,5:23:00 PM
1094206,49,Новоспасский,М-250,Исторический,B,1719954000,1731790800,1034,1042,5,,,2024-07-03,2024-11-17,5:14:00 PM,5:22:00 PM
844792,32,Нескучный сад,Олимпиада,Исторический,C,1719435600,1731790800,1036,1040,4,,,2024-06-27,2024-11-17,5:16:00 PM,5:20:00 PM
845580,32,Нескучный сад,Прага,Северный,B,1719608400,1731790800,1036,1039,3,,,2024-06-29,2024-11-17,5:16:00 PM,5:19:00 PM
1080027,45,Воробьевы горы,Счастье,Северный 1А,A,1719435600,1731790800,1036,1040,4,,,2024-06-27,2024-11-17,5:16:00 PM,5:20:00 PM
1094074,51,Патриарший,Лагуна,Центральный,A,1719954000,1731790800,1036,1041,5,,,2024-07-03,2024-11-17,5:16:00 PM,5:21:00 PM
1053281,45,Воробьевы горы,Москва-51,Исторический,B,1718744400,1731790800,1037,1047,10,,,2024-06-19,2024-11-17,5:17:00 PM,5:27:00 PM
1062061,32,Нескучный сад,Снегири-2,Северный,A,1718917200,1731790800,1039,1043,4,,,2024-06-21,2024-11-17,5:19:00 PM,5:23:00 PM
1062145,55,Третьяковский,Венеция,Круговой,A,1718917200,1731790800,1039,1050,7,,,2024-06-21,2024-11-17,5:19:00 PM,5:30:00 PM
1075322,47,Красный октябрь,Снегири-3,Исторический,A,1719349200,1731790800,1039,1043,4,,,2024-06-26,2024-11-17,5:19:00 PM,5:23:00 PM
